0,0,76.00,1203,1,0,489.00,1203,1,1,486.00,1203,2,0,1.29,1203,2,1,5.64,1203,2,2,-7.86,1203

0,0,76.00,1203,1,0,489.00,1203,1,1,486.00,1203,2,0,1.29,1203,2,1,5.64,1203,2,2,-7.86,1203

0,0,76.00,1203,1,0,489.00,1203,1,1,486.00,1203,2,0,1.29,1203,2,1,5.64,1203,2,2,-7.86,1203

0,0,76.00,1203,1,0,489.00,1203,1,1,486.00,1203,2,0,1.29,1203,2,1,5.64,1203,2,2,-7.86,1203

0,0,76.00,1203,1,0,489.00,1203,1,1,486.00,1203,2,0,1.29,1203,2,1,5.64,1203,2,2,-7.86,1203

0,0,76.00,1203,1,0,489.00,1203,1,1,486.00,1203,2,0,1.29,1203,2,1,5.64,1203,2,2,-7.86,1203

0,0,77.00,1338,1,0,489.00,1338,1,1,486.00,1338,2,0,1.25,1338,2,1,5.71,1338,2,2,-7.82,1338

0,0,77.00,1338,1,0,489.00,1338,1,1,486.00,1338,2,0,1.25,1338,2,1,5.71,1338,2,2,-7.82,1338

0,0,77.00,1338,1,0,489.00,1338,1,1,486.00,1338,2,0,1.25,1338,2,1,5.71,1338,2,2,-7.82,1338

0,0,77.00,1338,1,0,489.00,1338,1,1,486.00,1338,2,0,1.25,1338,2,1,5.71,1338,2,2,-7.82,1338

0,0,77.00,1338,1,0,489.00,1338,1,1,486.00,1338,2,0,1.25,1338,2,1,5.71,1338,2,2,-7.82,1338

0,0,77.00,1338,1,0,489.00,1338,1,1,486.00,1338,2,0,1.25,1338,2,1,5.71,1338,2,2,-7.82,1338

0,0,77.00,1473,1,0,489.00,1473,1,1,486.00,1473,2,0,1.22,1473,2,1,5.66,1473,2,2,-7.81,1473

0,0,77.00,1473,1,0,489.00,1473,1,1,486.00,1473,2,0,1.22,1473,2,1,5.66,1473,2,2,-7.81,1473

0,0,77.00,1473,1,0,489.00,1473,1,1,486.00,1473,2,0,1.22,1473,2,1,5.66,1473,2,2,-7.81,1473

0,0,77.00,1473,1,0,489.00,1473,1,1,486.00,1473,2,0,1.22,1473,2,1,5.66,1473,2,2,-7.81,1473

0,0,77.00,1473,1,0,489.00,1473,1,1,486.00,1473,2,0,1.22,1473,2,1,5.66,1473,2,2,-7.81,1473

0,0,77.00,1473,1,0,489.00,1473,1,1,486.00,1473,2,0,1.22,1473,2,1,5.66,1473,2,2,-7.81,1473

0,0,76.00,1607,1,0,489.00,1607,1,1,486.00,1607,2,0,1.25,1607,2,1,5.64,1607,2,2,-7.80,1607

0,0,76.00,1607,1,0,489.00,1607,1,1,486.00,1607,2,0,1.25,1607,2,1,5.64,1607,2,2,-7.80,1607

0,0,76.00,1607,1,0,489.00,1607,1,1,486.00,1607,2,0,1.25,1607,2,1,5.64,1607,2,2,-7.80,1607

0,0,76.00,1607,1,0,489.00,1607,1,1,486.00,1607,2,0,1.25,1607,2,1,5.64,1607,2,2,-7.80,1607

0,0,76.00,1607,1,0,489.00,1607,1,1,486.00,1607,2,0,1.25,1607,2,1,5.64,1607,2,2,-7.80,1607

0,0,76.00,1607,1,0,489.00,1607,1,1,486.00,1607,2,0,1.25,1607,2,1,5.64,1607,2,2,-7.80,1607

0,0,77.00,1742,1,0,489.00,1742,1,1,486.00,1742,2,0,1.28,1742,2,1,5.68,1742,2,2,-7.81,1742

0,0,77.00,1742,1,0,489.00,1742,1,1,486.00,1742,2,0,1.28,1742,2,1,5.68,1742,2,2,-7.81,1742

0,0,77.00,1742,1,0,489.00,1742,1,1,486.00,1742,2,0,1.28,1742,2,1,5.68,1742,2,2,-7.81,1742

0,0,77.00,1742,1,0,489.00,1742,1,1,486.00,1742,2,0,1.28,1742,2,1,5.68,1742,2,2,-7.81,1742

0,0,77.00,1742,1,0,489.00,1742,1,1,486.00,1742,2,0,1.28,1742,2,1,5.68,1742,2,2,-7.81,1742

0,0,77.00,1742,1,0,489.00,1742,1,1,486.00,1742,2,0,1.28,1742,2,1,5.68,1742,2,2,-7.81,1742

0,0,76.00,1878,1,0,489.00,1878,1,1,486.00,1878,2,0,1.25,1878,2,1,5.66,1878,2,2,-7.81,1878

0,0,76.00,1878,1,0,489.00,1878,1,1,486.00,1878,2,0,1.25,1878,2,1,5.66,1878,2,2,-7.81,1878

0,0,76.00,1878,1,0,489.00,1878,1,1,486.00,1878,2,0,1.25,1878,2,1,5.66,1878,2,2,-7.81,1878

0,0,76.00,1878,1,0,489.00,1878,1,1,486.00,1878,2,0,1.25,1878,2,1,5.66,1878,2,2,-7.81,1878

0,0,76.00,1878,1,0,489.00,1878,1,1,486.00,1878,2,0,1.25,1878,2,1,5.66,1878,2,2,-7.81,1878

0,0,76.00,1878,1,0,489.00,1878,1,1,486.00,1878,2,0,1.25,1878,2,1,5.66,1878,2,2,-7.81,1878

0,0,77.00,2013,1,0,489.00,2013,1,1,486.00,2013,2,0,1.25,2013,2,1,5.64,2013,2,2,-7.81,2013

0,0,77.00,2013,1,0,489.00,2013,1,1,486.00,2013,2,0,1.25,2013,2,1,5.64,2013,2,2,-7.81,2013

0,0,77.00,2013,1,0,489.00,2013,1,1,486.00,2013,2,0,1.25,2013,2,1,5.64,2013,2,2,-7.81,2013

0,0,77.00,2013,1,0,489.00,2013,1,1,486.00,2013,2,0,1.25,2013,2,1,5.64,2013,2,2,-7.81,2013

0,0,77.00,2013,1,0,489.00,2013,1,1,486.00,2013,2,0,1.25,2013,2,1,5.64,2013,2,2,-7.81,2013

0,0,77.00,2013,1,0,489.00,2013,1,1,486.00,2013,2,0,1.25,2013,2,1,5.64,2013,2,2,-7.81,2013

0,0,77.00,2148,1,0,489.00,2148,1,1,486.00,2148,2,0,1.29,2148,2,1,5.64,2148,2,2,-7.83,2148

